Ordem;Operação;Chave de controle;Centro de trabalho;Txt.breve operação;Quantidade operação (MEINH);Qtd.boa confirmada (MEINH);Refugo confirmado (MEINH);Confirmação atividade 2 (ILE02);Data início real de execução;Data fim real da execução
2238057;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;2.030;2.008;0;18,072;08/01/2024;08/01/2024
2238057;0020;ZP04;IB023610;JATEAR;2.030;2.008;0;20,080;08/01/2024;08/01/2024
2238057;0030;ZP04;IB224529;RETIFICAR FACE;2.030;2.008;0;28,112;08/01/2024;08/01/2024
2238057;0035;ZP05;IB-TXT01;OLEAR;2.030;0;0;0,000;;
2238057;0040;ZP01;IB324712;RETIFICAR DIÂMETRO EXTERNO;2.030;1.993;15;650;08/01/2024;10/01/2024
2238057;0050;ZP28;IB-ENV01;ENV. TERCEIRO;2.030;2.045;0;0,000;09/01/2024;10/01/2024
2238057;0051;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.030;2.045;0;0,000;10/01/2024;11/01/2024
2238057;0052;ZP05;IB-REC01;REC. TERCEIRO;2.030;0;0;0,000;;
2238057;0060;ZP01;IB329112;RET/ LAP PISTA;2.030;1.888;0;524;10/01/2024;13/01/2024
2238057;1000;ZP10;IB329900;QA/LOG/SCH;2.030;1.978;0;102,856;16/01/2024;16/01/2024
2238057;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.030;0;0;0,000;;
2238058;9999;ZP26;IB329112;APONTAR WASTE - SFC;4.625;0;32;0,000;31/01/2024;20/02/2024
2238058;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;4.625;4.653;0;41,877;11/01/2024;20/02/2024
2238058;0020;ZP04;IB023610;JATEAR;4.625;4.653;0;41,877;11/01/2024;20/02/2024
2238058;0030;ZQ04;IB324528;RETIFICAR FACE;4.625;4.624;1;64,736;14/12/2023;20/02/2024
2238058;0035;ZP05;IB-TXT01;OLEAR;4.625;0;0;0,000;;
2238058;0040;ZP04;IB324712;RETIFICAR DIÂMETRO EXTERNO;4.625;4.568;56;1.137,678;10/01/2024;20/02/2024
2238058;0050;ZP28;IB-ENV01;ENV. TERCEIRO;4.625;4.596;0;0,000;11/01/2024;12/01/2024
2238058;0051;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;4.625;4.596;0;0,000;12/01/2024;13/01/2024
2238058;0052;ZP05;IB-REC01;REC. TERCEIRO;4.625;0;0;0,000;;
2238058;0060;ZQ01;IB329112;RET/ LAP PISTA;4.625;4.557;0;1.346;12/01/2024;15/01/2024
2238058;1000;ZP10;IB329900;QA/LOG/SCH;4.625;4.536;0;235,872;16/01/2024;16/01/2024
2238058;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);4.625;0;0;0,000;;
2241638;9999;ZP26;IB329131;APONTAR WASTE - SFC;9.580;0;61;0,000;29/01/2024;29/01/2024
2241638;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;9.580;0;8.070;0,000;13/12/2023;13/12/2023
2241638;0020;ZP04;IB023610;JATEAR;9.580;1.532;0;13,788;16/01/2024;16/01/2024
2241638;0030;ZQ04;IB224511;RETIFICAR FACE;9.580;1.532;0;30,640;16/01/2024;16/01/2024
2241638;0040;ZP04;IB229109;RETIFICAR DIÂMETRO EXTERNO;9.580;0;12;0,000;20/12/2023;20/12/2023
2241638;0045;ZP05;IB-TXT01;OLEAR;9.580;0;0;0,000;;
2241638;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;9.580;1.512;8;296;16/01/2024;16/01/2024
2241638;0060;ZP28;IB-ENV01;ENV. TERCEIRO;9.580;1.494;0;0,000;17/01/2024;17/01/2024
2241638;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;9.580;1.494;0;0,000;18/01/2024;18/01/2024
2241638;0062;ZP05;IB-REC01;REC. TERCEIRO;9.580;0;0;0,000;;
2241638;0070;ZQ01;IB329131;RET/LAP PISTA;9.580;1.420;0;267;19/01/2024;02/02/2024
2241638;1000;ZP10;IB329900;QA/LOG/SCH;9.580;1.429;0;94,314;19/01/2024;24/01/2024
2241638;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);9.580;0;0;0,000;;
2241800;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;1.527;1.591;0;22,274;15/12/2023;15/12/2023
2241800;0020;ZP04;IB023610;JATEAR;1.527;1.591;0;149,554;15/12/2023;15/12/2023
2241800;0030;ZQ04;IB224529;RETIFICAR FACE 1º PASSE;1.527;1.591;0;20,683;15/12/2023;15/12/2023
2241800;0040;ZQ04;IB224529;RETIFICAR FACE 2º PASSE;1.527;0;11;0,000;13/12/2023;13/12/2023
2241800;0050;ZP04;IB229104;RETIFICAR DIÂMETRO EXTERNO;1.527;1.580;0;64,780;15/12/2023;15/12/2023
2241800;0055;ZP05;IB-TXT01;OLEAR;1.527;0;0;0,000;;
2241800;0060;ZQ04;IB324876;RETIFICAR DIÂMETRO INTERNO;1.527;0;6;0,000;14/12/2023;15/12/2023
2241800;0070;ZP28;IB-ENV01;ENV. TERCEIRO;1.527;1.574;0;0,000;15/12/2023;18/12/2023
2241800;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;1.527;1.574;0;0,000;18/12/2023;19/12/2023
2241800;0072;ZP05;IB-REC01;REC. TERCEIRO;1.527;0;0;0,000;;
2241800;0080;ZQ01;IB329179;RET.PISTA /INTERNO / LAPIDAR;1.527;1.555;0;632;09/01/2024;10/01/2024
2241800;1000;ZP10;IB329900;QA/LOG/SCH;1.527;1.527;0;255,009;11/01/2024;11/01/2024
2241800;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.527;0;0;0,000;;
2241892;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;1.440;823;0;11,522;15/12/2023;15/12/2023
2241892;0020;ZP04;IB023610;JATEAR;1.440;823;0;62,548;15/12/2023;15/12/2023
2241892;0040;ZQ04;IB324528;RETIFICAR FACE 1º PASSE;1.440;823;0;12,345;15/12/2023;15/12/2023
2241892;0045;ZQ04;IB324528;RETIFICAR FACE 2º PASSE;1.440;823;0;12,345;15/12/2023;15/12/2023
2241892;0050;ZP04;IB329107;RETIFICAR DIÂMETRO EXTERNO;1.440;823;0;33,743;15/12/2023;15/12/2023
2241892;0055;ZP05;IB-TXT01;OLEAR;1.440;0;0;0,000;;
2241892;0060;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;1.440;816;7;1.322;15/12/2023;22/12/2023
2241892;0070;ZP28;IB-ENV01;ENV. TERCEIRO;1.440;816;0;0,000;18/12/2023;18/12/2023
2241892;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;1.440;816;0;0,000;21/12/2023;21/12/2023
2241892;0072;ZP05;IB-REC01;REC. TERCEIRO;1.440;0;0;0,000;;
2241892;0080;ZQ01;IB329179;RET.PISTA/LAPIDAR;1.440;810;0;259;09/01/2024;10/01/2024
2241892;1000;ZP10;IB329900;QA/LOG/SCH;1.440;803;0;81,103;11/01/2024;17/01/2024
2241892;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.440;0;0;0,000;;
2242054;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;1.315;1.291;0;37,439;22/12/2023;23/02/2024
2242054;0020;ZP04;IB023610;JATEAR;1.315;1.291;0;122,645;22/12/2023;23/02/2024
2242054;0030;ZQ04;IB324528;RETIFICAR FACE 1º PASSE;1.315;1.291;0;19,365;22/12/2023;23/02/2024
2242054;0040;ZQ04;IB324528;RETIFICAR FACE 2º PASSE;1.315;1.291;0;19,365;22/12/2023;23/02/2024
2242054;0050;ZP04;IB329107;RETIFICAR DIAM. EXT. 1º PASSE;1.315;1.291;0;63,259;22/12/2023;23/02/2024
2242054;0060;ZP04;IB329107;RETIFICAR DIAM. EXT. 2º PASSE;1.315;1.298;17;63,602;20/12/2023;29/02/2024
2242054;0065;ZP05;IB-TXT01;OLEAR;1.315;0;0;0,000;;
2242054;0070;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;1.315;1.271;3;92;22/12/2023;03/01/2024
2242054;0080;ZP28;IB-ENV01;ENV. TERCEIRO;1.315;1.286;0;0,000;22/12/2023;22/12/2023
2242054;0081;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;1.315;1.286;0;0,000;03/01/2024;03/01/2024
2242054;0082;ZP05;IB-REC01;REC. TERCEIRO;1.315;0;0;0,000;;
2242054;0090;ZQ01;IB329179;RET.PISTA/LAPIDAR;1.315;1.240;6;393;15/01/2024;26/02/2024
2242054;1000;ZP10;IB329900;QA/LOG/SCH;1.315;1.289;0;137,923;22/01/2024;01/02/2024
2242054;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.315;0;0;0,000;;
2247795;0010;ZP04;12227172;BROCHAR BR/3;1.346;2.137;0;356,879;21/12/2023;30/04/2024
2247795;0020;ZP04;85080319;TRATAMENTO TÉRMICO;1.346;2.137;0;4,274;21/12/2023;30/04/2024
2247795;0030;ZP04;12232765;JATEAR;1.346;2.137;0;17,096;21/12/2023;30/04/2024
2247795;0040;ZQ04;12234393;RETIFICAR FACE;1.346;2.137;0;32,055;21/12/2023;30/04/2024
2247795;0045;ZP05;IB-TXT01;OLEAR;1.346;0;0;0,000;;
2247795;0050;ZP04;85052450;RETIFICAR DIÂMETRO EXTERNO;1.346;2.127;10;26,794;20/12/2023;27/05/2024
2247795;0060;ZP28;IB-ENV01;ENV. TERCEIRO;1.346;2.127;0;0,000;21/12/2023;21/12/2023
2247795;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;1.346;2.127;0;0,000;22/12/2023;22/12/2023
2247795;0062;ZP05;IB-REC01;REC. TERCEIRO;1.346;0;0;0,000;;
2247795;0070;ZP01;85052941;RET/LAP PISTA;1.346;2.180;0;348;08/01/2024;10/01/2024
2247795;1000;ZP10;IB329900;QA/LOG/SCH;1.346;1.346;0;184,402;11/01/2024;20/05/2024
2247795;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);1.346;0;0;0,000;;
2252998;9999;ZP26;IB329138;APONTAR WASTE - SFC;4.300;0;120;0,000;04/03/2024;08/03/2024
2252998;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;4.300;4.274;0;21,370;22/12/2023;08/03/2024
2252998;0020;ZP04;IB023610;JATEAR;4.300;4.274;0;17,096;22/12/2023;08/03/2024
2252998;0030;ZP04;IB324528;RETIFICAR FACE;4.300;4.274;0;51,288;22/12/2023;08/03/2024
2252998;0035;ZP05;IB-TXT01;OLEAR;4.300;0;0;0,000;;
2252998;0040;ZP04;IB324712;RETIFICAR DIÂMETRO EXTERNO;4.300;4.274;0;936,006;22/12/2023;08/03/2024
2252998;0050;ZP28;IB-ENV01;ENV. TERCEIRO;4.300;4.274;0;0,000;22/12/2023;03/01/2024
2252998;0051;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;4.300;4.274;0;0,000;03/01/2024;05/01/2024
2252998;0052;ZP05;IB-REC01;REC. TERCEIRO;4.300;0;0;0,000;;
2252998;0060;ZQ01;IB329138;RET/LAP PISTA;4.300;4.115;15;835;09/01/2024;11/01/2024
2252998;1000;ZP10;IB329900;QA/LOG/SCH;4.300;4.165;0;183,260;11/01/2024;19/01/2024
2252998;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);4.300;0;0;0,000;;
2277990;9999;ZP26;IB329131;APONTAR WASTE - SFC;4.000;0;40;0,000;06/03/2024;06/03/2024
2277990;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;4.000;4.050;0;12,150;22/12/2023;04/03/2024
2277990;0020;ZP04;IB023610;JATEAR;4.000;4.050;0;28,350;22/12/2023;04/03/2024
2277990;0030;ZQ04;IB324511;RETIFICAR FACE;4.000;4.050;0;76,950;22/12/2023;04/03/2024
2277990;0040;ZP04;IB329109;RETIFICAR DIÂMETRO EXTERNO;4.000;4.044;9;139,793;21/12/2023;12/03/2024
2277990;0045;ZP05;IB-TXT01;OLEAR;4.000;0;0;0,000;;
2277990;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;4.000;4.027;17;897;22/12/2023;12/01/2024
2277990;0060;ZP28;IB-ENV01;ENV. TERCEIRO;4.000;3.995;0;0,000;04/01/2024;06/01/2024
2277990;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;4.000;3.995;0;0,000;09/01/2024;09/01/2024
2277990;0062;ZP05;IB-REC01;REC. TERCEIRO;4.000;0;0;0,000;;
2277990;0070;ZQ01;IB329131;RET/LAP PISTA;4.000;3.887;0;846;11/01/2024;13/01/2024
2277990;1000;ZP10;IB329900;QA/LOG/SCH;4.000;3.934;0;310,786;16/01/2024;29/02/2024
2277990;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);4.000;0;0;0,000;;
2287917;0010;ZP05;IB-TXT01;SEPARAR PEÇAS;6.500;0;0;0,000;;
2287917;0020;ZP28;IB-ENV01;ENV. TERCEIRO;6.500;6.500;0;0,000;03/01/2024;03/01/2024
2287917;0021;ZP07;IB008838;APLICAR CORROTECT;6.500;6.500;0;0,000;04/01/2024;05/01/2024
2287917;0022;ZP05;IB-REC01;REC. TERCEIRO;6.500;0;0;0,000;;
2287917;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);6.500;0;0;0,000;;
2288496;0010;ZP05;IB-TXT01;RECEBER DISCO ESTAMPADO (0053);6.000;0;0;0,000;;
2288496;0020;ZP04;IB323525;TEMP/REVENIR IUA 900 Kg - EMB. CTN;6.000;6.143;0;196,576;15/03/2024;15/03/2024
2288496;0030;ZP04;IB324501;RETIFICAR FACES (4X PASSES) - EMB. CTN;6.000;6.143;0;796,133;15/03/2024;15/03/2024
2288496;0040;ZP04;IB024640;RETICAR DIAM. EXT. 3X PASSES - EMB. CTN;6.000;6.143;910;202,719;15/03/2024;19/03/2024
2288496;0045;ZP28;IB-ENV01;ENV.TERCEIROS;6.000;6.143;0;0,000;15/03/2024;15/03/2024
2288496;0050;ZP07;IB008808;MOT-TORNEAR DIAMETRO INTERNO - USINAFER;6.000;6.143;0;0,000;22/03/2024;26/03/2024
2288496;0055;ZP05;IB-REC01;REC.TERCEIROS;6.000;0;0;0,000;;
2288496;0060;ZP04;IB324010;TAMB. D. ROESL. AXIAL 30M/CX - EMB. CTN;6.000;0;0;340,380;02/05/2024;02/05/2024
2288496;0065;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;6.000;0;0;0,000;;
2288496;0070;ZP04;IB329273;ESCOLHER VISUAL/ EMBALAR;6.000;6.143;0;312;02/05/2024;02/05/2024
2288496;0075;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;6.000;0;0;0,000;;
2288496;1000;ZP10;IB029900;QA/LOG/SCH;6.000;0;0;0,000;;
2288496;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);6.000;0;0;0,000;;
2288497;0010;ZP05;IB-TXT01;RECEBER DISCO ESTAMPADO (0053);33.430;0;0;0,000;;
2288497;0020;ZP04;IB323525;TEMP/REVENIR IUA 900 Kg - EMB. CTN;33.430;34.549;0;1.278,313;10/04/2024;10/04/2024
2288497;0030;ZP04;IB324501;RETIFICAR FACES (4X PASSES) - EMB. CTN;33.430;0;151;0,000;01/03/2024;30/04/2024
2288497;0040;ZP04;IB024640;RETICAR DIAM. EXT. 3X PASSES - EMB. CTN;33.430;23.474;86;774,642;10/04/2024;17/04/2024
2288497;0045;ZP28;IB-ENV01;ENV.TERCEIROS;33.430;34.450;0;0,000;10/04/2024;17/04/2024
2288497;0050;ZP07;IB008808;MOT-TORNEAR DIAMETRO INTERNO - USINAFER;33.430;34.450;0;0,000;15/04/2024;07/05/2024
2288497;0055;ZP05;IB-REC01;REC.TERCEIROS;33.430;0;0;0,000;;
2288497;0060;ZP04;IB324010;TAMBOREAR - ROESLER AXIAL (30 MIN/1CX);33.430;33.600;0;2.096,640;23/04/2024;16/05/2024
2288497;0065;ZP05;IB-TXT01;SECAR - TAMBOR SPIRATRON SEC.SABUGO;33.430;0;0;0,000;;
2288497;0070;ZP04;IB329273;ESCOLHER VISUAL/ EMBALAR;33.430;33.600;0;1.747,200;23/04/2024;16/05/2024
2288497;0075;ZP05;IB-TXT01;CONTROLAR 100% NO PINO MINIMO;33.430;0;0;0,000;;
2288497;1000;ZP10;IB329900;QA/LOG/SCH;33.430;33.600;0;1.142,400;23/04/2024;16/05/2024
2288497;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);33.430;0;0;0,000;;
2330106;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;3.970;3.993;0;59,895;06/01/2024;06/01/2024
2330106;0020;ZP04;IB023610;JATEAR;3.970;3.993;0;315,447;06/01/2024;06/01/2024
2330106;0030;ZQ04;IB324528;RETIFICAR FACE 1º PASSE;3.970;3.993;0;39,930;06/01/2024;06/01/2024
2330106;0040;ZQ04;IB324528;RETIFICAR FACE 2º PASSE;3.970;3.983;10;39,561;06/01/2024;21/02/2024
2330106;0050;ZP04;IB329107;RETIFICAR DIÂMETRO EXTERNO;3.970;3.979;4;99,150;06/01/2024;21/02/2024
2330106;0055;ZP05;IB-TXT01;OLEAR;3.970;0;0;0,000;;
2330106;0060;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;3.970;3.964;15;1.178;06/01/2024;15/01/2024
2330106;0070;ZP28;IB-ENV01;ENV. TERCEIRO;3.970;3.969;0;0,000;08/01/2024;10/01/2024
2330106;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;3.970;3.969;0;0,000;09/01/2024;11/01/2024
2330106;0072;ZP05;IB-REC01;REC. TERCEIRO;3.970;0;0;0,000;;
2330106;0080;ZQ01;IB329179;RET.PISTA /INTERNO / LAPIDAR;3.970;3.928;0;1.225;11/01/2024;15/01/2024
2330106;1000;ZP10;IB329900;QA/LOG/SCH;3.970;3.941;0;622,678;16/01/2024;16/01/2024
2330106;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);3.970;0;0;0,000;;
2344186;0010;ZP05;IB-TXT01;SEPARAR PEÇAS;5.800;0;0;0,000;;
2344186;0020;ZP28;IB-ENV01;ENV. TERCEIRO;5.800;5.800;0;0,000;09/01/2024;09/01/2024
2344186;0021;ZP07;IB008838;APLICAR CORROTECT;5.800;5.800;0;0,000;11/01/2024;11/01/2024
2344186;0022;ZP05;IB-REC01;REC. TERCEIRO;5.800;0;0;0,000;;
2344186;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);5.800;0;0;0,000;;
2344188;0010;ZP05;IB-TXT01;SEPARAR PEÇAS;2.400;0;0;0,000;;
2344188;0020;ZP28;IB-ENV01;ENV. TERCEIRO;2.400;2.400;0;0,000;11/01/2024;11/01/2024
2344188;0021;ZP07;IB008838;APLICAR CORROTECT;2.400;2.400;0;0,000;13/01/2024;15/01/2024
2344188;0022;ZP05;IB-REC01;REC. TERCEIRO;2.400;0;0;0,000;;
2344188;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.400;0;0;0,000;;
2348720;0041;ZP26;12234393;APONTAR WASTE - SFC;241;0;301;0,000;28/04/2024;30/04/2024
2348720;1011;ZP26;LB000773;APONTAR WASTE - SFC;60;0;0;0,000;;
2348720;0010;ZP04;LB000773;BROCHAR BR/3;2.416;2.842;0;474,614;18/01/2024;28/04/2024
2348720;0020;ZP04;85080319;TRATAMENTO TÉRMICO;2.416;2.842;0;5,684;18/01/2024;28/04/2024
2348720;0030;ZP04;12232765;JATEAR;2.416;2.842;0;22,736;18/01/2024;28/04/2024
2348720;0040;ZQ04;12234393;RETIFICAR FACE;2.416;2.842;0;42,630;18/01/2024;28/04/2024
2348720;0045;ZP05;IB-TXT01;OLEAR;2.416;0;0;0,000;;
2348720;0050;ZP04;85052450;RETIFICAR DIÂMETRO EXTERNO;2.416;2.842;0;56,840;18/01/2024;28/04/2024
2348720;0060;ZP28;IB-ENV01;ENV. TERCEIRO;2.416;2.842;0;0,000;18/01/2024;18/01/2024
2348720;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.416;2.842;0;0,000;19/01/2024;19/01/2024
2348720;0062;ZP05;IB-REC01;REC. TERCEIRO;2.416;0;0;0,000;;
2348720;0070;ZP01;85052941;RET/LAP PISTA;2.416;1.530;0;254;14/02/2024;16/02/2024
2348720;1000;ZP10;IB329900;QA/LOG/SCH;2.416;2.231;0;305,647;21/03/2024;28/04/2024
2348720;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.416;0;0;0,000;;
2349029;9999;ZP26;85115527;APONTAR WASTE - SFC;2.300;0;40;0,000;01/03/2024;01/03/2024
2349029;0010;ZP05;LB-TXT01;ENVIAR PEÇAS P/ USINAGEM LUK - ALA1 FB;2.300;0;0;0,000;;
2349029;0011;ZP04;LB000773;BROCHAR BR/3;2.300;2.310;0;554,400;01/02/2024;01/02/2024
2349029;0012;ZP05;LB-TXT01;ENVIAR PEÇAS P/ INA - ALA 08;2.300;0;0;0,000;;
2349029;0020;ZP04;85080319;TRATAMENTO TÉRMICO;2.300;2.310;0;13,860;01/02/2024;01/02/2024
2349029;0030;ZP04;12232765;JATEAR;2.300;2.310;0;138,600;01/02/2024;01/02/2024
2349029;0040;ZQ04;12234393;RETIFICAR FACE 1º PASSE;2.300;2.310;0;39,270;01/02/2024;01/02/2024
2349029;0050;ZP04;12234393;RETIFICAR FACE 2º PASSE;2.300;2.295;5;39,015;01/02/2024;01/03/2024
2349029;0055;ZP05;IB-TXT01;OLEAR;2.300;0;0;0,000;;
2349029;0060;ZP04;85087541;RETIFICAR DIÂMETRO EXTERNO;2.300;2.305;0;69,150;01/02/2024;01/02/2024
2349029;0070;ZP28;IB-ENV01;ENV. TERCEIRO;2.300;2.305;0;0,000;01/02/2024;01/02/2024
2349029;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.300;2.305;0;0,000;03/02/2024;03/02/2024
2349029;0072;ZP05;IB-REC01;REC. TERCEIRO;2.300;0;0;0,000;;
2349029;0080;ZP01;85115527;RET/LAP PISTA;2.300;2.225;0;563;14/02/2024;16/02/2024
2349029;1000;ZP10;IB329900;QA/LOG/SCH;2.300;2.255;0;394,625;16/02/2024;20/02/2024
2349029;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);2.300;0;0;0,000;;
2357619;0010;ZP05;IB-TXT01;SEPARAR PEÇAS;3.770;0;0;0,000;;
2357619;0020;ZP28;IB-ENV01;ENV. TERCEIRO;3.770;3.770;0;0,000;09/01/2024;09/01/2024
2357619;0021;ZP07;IB008838;APLICAR CORROTECT;3.770;3.770;0;0,000;11/01/2024;11/01/2024
2357619;0022;ZP05;IB-REC01;REC. TERCEIRO;3.770;0;0;0,000;;
2357619;1000;ZP10;IB329900;QA/LOG/SCH;3.770;3.801;0;1.360,758;15/01/2024;09/02/2024
2357619;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);3.770;0;0;0,000;;
2357620;9999;ZP26;IB329131;APONTAR WASTE - SFC;11.200;0;133;0,000;27/02/2024;27/02/2024
2357620;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;11.200;12.042;0;36,126;16/01/2024;16/01/2024
2357620;0020;ZP04;IB023610;JATEAR;11.200;12.042;0;108,378;16/01/2024;16/01/2024
2357620;0030;ZQ04;IB324511;RETIFICAR FACE;11.200;12.042;0;240,840;16/01/2024;16/01/2024
2357620;0040;ZP04;IB329109;RETIFICAR DIÂMETRO EXTERNO;11.200;11.125;75;367,125;16/01/2024;27/02/2024
2357620;0045;ZP05;IB-TXT01;OLEAR;11.200;0;0;0,000;;
2357620;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;11.200;11.886;81;2.696;16/01/2024;25/01/2024
2357620;0060;ZP28;IB-ENV01;ENV. TERCEIRO;11.200;11.201;0;0,000;18/01/2024;25/01/2024
2357620;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;11.200;11.201;0;0,000;19/01/2024;26/01/2024
2357620;0062;ZP05;IB-REC01;REC. TERCEIRO;11.200;0;0;0,000;;
2357620;0070;ZQ01;IB329131;RET/LAP PISTA;11.200;10.770;0;2.291;24/01/2024;31/01/2024
2357620;1000;ZP10;IB329900;QA/LOG/SCH;11.200;10.911;0;720,126;24/01/2024;29/01/2024
2357620;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);11.200;0;0;0,000;;
2400093;9999;ZP26;IB329111;APONTAR WASTE - SFC;16.523;0;152;0,000;27/02/2024;27/02/2024
2400093;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;16.523;17.593;0;281,488;23/01/2024;23/01/2024
2400093;0020;ZP04;IB023610;JATEAR;16.523;17.593;0;562,976;23/01/2024;23/01/2024
2400093;0030;ZQ01;IB324511;RETIFICAR FACE;16.523;17.593;0;743;23/01/2024;25/01/2024
2400093;0040;ZP04;IB329109;RETIFICAR DIÂMETRO EXTERNO;16.523;16.537;0;628,406;25/01/2024;25/01/2024
2400093;0045;ZP05;IB-TXT01;OLEAR;16.523;0;0;0,000;;
2400093;0050;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;16.523;16.494;43;3.829;25/01/2024;01/02/2024
2400093;0060;ZP28;IB-ENV01;ENV. TERCEIRO;16.523;16.518;0;0,000;26/01/2024;31/01/2024
2400093;0061;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;16.523;16.518;0;0,000;29/01/2024;01/02/2024
2400093;0062;ZP05;IB-REC01;REC. TERCEIRO;16.523;0;0;0,000;;
2400093;0070;ZQ01;IB329111;RET/LAP PISTA;16.523;16.490;0;3.805;30/01/2024;07/02/2024
2400093;1000;ZP10;IB329900;QA/LOG/SCH;16.523;16.328;0;947,024;31/01/2024;08/02/2024
2400093;1001;ZP05;IB-CPL01;MAP-docs ADD, veja Procella (IT, PC,...);16.523;0;0;0,000;;
2400098;9999;ZP26;IB329179;APONTAR WASTE - SFC;2.477;0;0;0,000;15/03/2024;15/03/2024
2400098;0010;ZP04;IB323525;TRATAMENTO TÉRMICO;2.477;2.480;0;27,280;27/01/2024;27/01/2024
2400098;0020;ZP04;IB023610;JATEAR;2.477;2.480;0;161,200;27/01/2024;27/01/2024
2400098;0030;ZQ04;IB324528;RETIFICAR FACE 1º PASSE;2.477;2.480;0;37,200;27/01/2024;27/01/2024
2400098;0040;ZP01;IB324528;RETIFICAR FACE 2º PASSE;2.477;2.480;0;39;27/01/2024;27/01/2024
2400098;0050;ZP04;IB329109;RETIFICAR DIÂMETRO EXTERNO;2.477;2.533;0;113,985;29/01/2024;29/01/2024
2400098;0055;ZP05;IB-TXT01;OLEAR;2.477;0;0;0,000;;
2400098;0060;ZP01;IB324876;RETIFICAR DIÂMETRO INTERNO;2.477;2.533;0;948;29/01/2024;30/01/2024
2400098;0070;ZP28;IB-REC01;ENV. TERCEIRO;2.477;2.518;0;0,000;30/01/2024;31/01/2024
2400098;0071;ZP07;IB008838;APLICAR CORROTECT / DESIDROGENAR KOES;2.477;2.518;0;0,000;31/01/2024;01/02/2024
2400098;0072;ZP05;IB-REC01;REC. TERCEIRO;2.477;0;0;0,000;;
2400098;0080;ZQ01;IB329179;RET/LAP PISTA;2.477;2.469;0;700;01/02/2024;02/02/2024
